IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.254.130,,80,tcp,7.5,High,80,"VendorFix","OpenSSL Incorrect Cipher Key & IV Length Processing Vulnerability (20231024) - Windows","OpenSSL is prone to an incorrect processing of key and
  initialisation vector (IV) lengths vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.4
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.170622,"CVE-2023-5363",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,8a4f88ef-8a47-4eea-9d48-a548b92b4ea1,"A truncation in the IV can result in non-uniqueness, which could
  result in loss of confidentiality for some cipher modes.","Update to version 3.0.12, 3.1.4 or later.","OpenSSL version 3.0 and 3.1.","When calling EVP_EncryptInit_ex2(), EVP_DecryptInit_ex2() or
  EVP_CipherInit_ex2() the provided OSSL_PARAM array is processed after the key and IV have been
  established. Any alterations to the key length, via the 'keylen' parameter or the IV length, via
  the 'ivlen' parameter, within the OSSL_PARAM array will not take effect as intended, potentially
  causing truncation or overreading of these values. The following ciphers and cipher modes are
  impacted: RC2, RC4, RC5, CCM, GCM and OCB.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL Incorrect Cipher Key & IV Length Processing Vulnerability (20231024)...
(OID: 1.3.6.1.4.1.25623.1.0.170622)
Version used: 2023-11-10T16:09:31Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-1799,DFN-CERT-2024-1601,DFN-CERT-2024-1413,DFN-CERT-2024-1067,DFN-CERT-2024-0744,DFN-CERT-2024-0491,DFN-CERT-2024-0285,DFN-CERT-2024-0253,DFN-CERT-2024-0191,DFN-CERT-2024-0127,DFN-CERT-2023-2624,DFN-CERT-2023-2615,DFN-CERT-2023-2610,WID-SEC-2024-1591,WID-SEC-2024-1488,WID-SEC-2024-1248,WID-SEC-2024-0869,WID-SEC-2024-0119,WID-SEC-2023-3032,WID-SEC-2023-2741",""
192.168.254.130,,443,tcp,7.5,High,80,"VendorFix","OpenSSL Incorrect Cipher Key & IV Length Processing Vulnerability (20231024) - Windows","OpenSSL is prone to an incorrect processing of key and
  initialisation vector (IV) lengths vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.4
Installation
path / port:       443/tcp

",1.3.6.1.4.1.25623.1.0.170622,"CVE-2023-5363",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,5a85e3a6-d64e-4f16-a03b-77ad140cc92b,"A truncation in the IV can result in non-uniqueness, which could
  result in loss of confidentiality for some cipher modes.","Update to version 3.0.12, 3.1.4 or later.","OpenSSL version 3.0 and 3.1.","When calling EVP_EncryptInit_ex2(), EVP_DecryptInit_ex2() or
  EVP_CipherInit_ex2() the provided OSSL_PARAM array is processed after the key and IV have been
  established. Any alterations to the key length, via the 'keylen' parameter or the IV length, via
  the 'ivlen' parameter, within the OSSL_PARAM array will not take effect as intended, potentially
  causing truncation or overreading of these values. The following ciphers and cipher modes are
  impacted: RC2, RC4, RC5, CCM, GCM and OCB.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL Incorrect Cipher Key & IV Length Processing Vulnerability (20231024)...
(OID: 1.3.6.1.4.1.25623.1.0.170622)
Version used: 2023-11-10T16:09:31Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-1799,DFN-CERT-2024-1601,DFN-CERT-2024-1413,DFN-CERT-2024-1067,DFN-CERT-2024-0744,DFN-CERT-2024-0491,DFN-CERT-2024-0285,DFN-CERT-2024-0253,DFN-CERT-2024-0191,DFN-CERT-2024-0127,DFN-CERT-2023-2624,DFN-CERT-2023-2615,DFN-CERT-2023-2610,WID-SEC-2024-1591,WID-SEC-2024-1488,WID-SEC-2024-1248,WID-SEC-2024-0869,WID-SEC-2024-0119,WID-SEC-2023-3032,WID-SEC-2023-2741",""
192.168.254.130,,443,tcp,5.8,Medium,99,"Mitigation","HTTP Debugging Methods (TRACE/TRACK) Enabled","The remote web server supports the TRACE and/or TRACK
  methods. TRACE and TRACK are HTTP methods which are used to debug web server connections.","The web server has the following HTTP methods enabled: TRACE
",1.3.6.1.4.1.25623.1.0.11213,"CVE-2003-1567,CVE-2004-2320,CVE-2004-2763,CVE-2005-3398,CVE-2006-4683,CVE-2007-3008,CVE-2008-7253,CVE-2009-2823,CVE-2010-0386,CVE-2012-2223,CVE-2014-7883",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,1735a94f-8542-48f1-b78d-2c3250bc0f51,"An attacker may use this flaw to trick your legitimate web
  users to give him their credentials.","Disable the TRACE and TRACK methods in your web server
  configuration.

  Please see the manual of your web server or the references for more information.","Web servers with enabled TRACE and/or TRACK methods.","It has been shown that web servers supporting this methods
  are subject to cross-site-scripting attacks, dubbed XST for Cross-Site-Tracing, when used in
  conjunction with various weaknesses in browsers.","Checks if HTTP methods such as TRACE and TRACK are
  enabled and can be used.
Details:
HTTP Debugging Methods (TRACE/TRACK) Enabled
(OID: 1.3.6.1.4.1.25623.1.0.11213)
Version used: 2023-08-01T13:29:10Z
","","","DFN-CERT-2021-1825,DFN-CERT-2014-1018,DFN-CERT-2010-0020,CB-K14/0981",""
192.168.254.130,,80,tcp,5.8,Medium,99,"Mitigation","HTTP Debugging Methods (TRACE/TRACK) Enabled","The remote web server supports the TRACE and/or TRACK
  methods. TRACE and TRACK are HTTP methods which are used to debug web server connections.","The web server has the following HTTP methods enabled: TRACE
",1.3.6.1.4.1.25623.1.0.11213,"CVE-2003-1567,CVE-2004-2320,CVE-2004-2763,CVE-2005-3398,CVE-2006-4683,CVE-2007-3008,CVE-2008-7253,CVE-2009-2823,CVE-2010-0386,CVE-2012-2223,CVE-2014-7883",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,8054eb2a-02a4-41c1-86ba-fea0e0072f96,"An attacker may use this flaw to trick your legitimate web
  users to give him their credentials.","Disable the TRACE and TRACK methods in your web server
  configuration.

  Please see the manual of your web server or the references for more information.","Web servers with enabled TRACE and/or TRACK methods.","It has been shown that web servers supporting this methods
  are subject to cross-site-scripting attacks, dubbed XST for Cross-Site-Tracing, when used in
  conjunction with various weaknesses in browsers.","Checks if HTTP methods such as TRACE and TRACK are
  enabled and can be used.
Details:
HTTP Debugging Methods (TRACE/TRACK) Enabled
(OID: 1.3.6.1.4.1.25623.1.0.11213)
Version used: 2023-08-01T13:29:10Z
","","","DFN-CERT-2021-1825,DFN-CERT-2014-1018,DFN-CERT-2010-0020,CB-K14/0981",""
192.168.254.130,,80,tcp,5.5,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20240125) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.5
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.114308,"CVE-2024-0727",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,e7b54859-0c58-4bc8-a974-0db5278aad16,"Applications loading files in the PKCS12 format from untrusted
  sources might terminate abruptly.","Update to version 1.0.2zj, 1.1.1x, 3.0.13, 3.1.5, 3.2.1 or
  later.","OpenSSL versions 1.0.2, 1.1.1, 3.0, 3.1 and 3.2.","Processing a maliciously formatted PKCS12 file may lead OpenSSL
  to crash leading to a potential DoS attack.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20240125) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.114308)
Version used: 2024-02-05T05:05:38Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2981,DFN-CERT-2024-2884,DFN-CERT-2024-2795,DFN-CERT-2024-2745,DFN-CERT-2024-2451,DFN-CERT-2024-1867,DFN-CERT-2024-1166,DFN-CERT-2024-1011,DFN-CERT-2024-0764,DFN-CERT-2024-0539,DFN-CERT-2024-0531,DFN-CERT-2024-0374,DFN-CERT-2024-0296,DFN-CERT-2024-0225,WID-SEC-2024-3377,WID-SEC-2024-3222,WID-SEC-2024-2112,WID-SEC-2024-1696,WID-SEC-2024-1488,WID-SEC-2024-1307,WID-SEC-2024-1248,WID-SEC-2024-1226,WID-SEC-2024-0769,WID-SEC-2024-0181",""
192.168.254.130,,443,tcp,5.5,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20240125) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.5
Installation
path / port:       443/tcp

",1.3.6.1.4.1.25623.1.0.114308,"CVE-2024-0727",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,a730367f-d27a-4f85-b5a1-f20629b84124,"Applications loading files in the PKCS12 format from untrusted
  sources might terminate abruptly.","Update to version 1.0.2zj, 1.1.1x, 3.0.13, 3.1.5, 3.2.1 or
  later.","OpenSSL versions 1.0.2, 1.1.1, 3.0, 3.1 and 3.2.","Processing a maliciously formatted PKCS12 file may lead OpenSSL
  to crash leading to a potential DoS attack.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20240125) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.114308)
Version used: 2024-02-05T05:05:38Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2981,DFN-CERT-2024-2884,DFN-CERT-2024-2795,DFN-CERT-2024-2745,DFN-CERT-2024-2451,DFN-CERT-2024-1867,DFN-CERT-2024-1166,DFN-CERT-2024-1011,DFN-CERT-2024-0764,DFN-CERT-2024-0539,DFN-CERT-2024-0531,DFN-CERT-2024-0374,DFN-CERT-2024-0296,DFN-CERT-2024-0225,WID-SEC-2024-3377,WID-SEC-2024-3222,WID-SEC-2024-2112,WID-SEC-2024-1696,WID-SEC-2024-1488,WID-SEC-2024-1307,WID-SEC-2024-1248,WID-SEC-2024-1226,WID-SEC-2024-0769,WID-SEC-2024-0181",""
192.168.254.130,,443,tcp,5.3,Medium,80,"Mitigation","SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2048 bits","The remote SSL/TLS server certificate and/or any of the
  certificates in the certificate chain is using a RSA key with less than 2048 bits.","The remote SSL/TLS server is using the following certificate(s) with a RSA key with less than 2048 bits (public-key-size:public-key-algorithm:serial:issuer):

1024:RSA:00B5C752C98781B503:CN=localhost (Server certificate)
",1.3.6.1.4.1.25623.1.0.150710,"",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,1a966738-a9d2-43a8-af76-dd2a4c534503,"Using certificates with weak RSA key size can lead to
  unauthorized exposure of sensitive information.","Replace the certificate with a stronger key and reissue the
  certificates it signed.","","SSL/TLS certificates using RSA keys with less than 2048 bits are
  considered unsafe.","Checks the RSA keys size of the server certificate and all
  certificates in chain for a size < 2048 bit.
Details:
SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2...
(OID: 1.3.6.1.4.1.25623.1.0.150710)
Version used: 2021-12-10T12:48:00Z
","","","",""
192.168.254.130,,443,tcp,5.3,Medium,80,"Workaround","phpinfo() Output Reporting (HTTP)","Reporting of files containing the output of the phpinfo() PHP
  function previously detected via HTTP.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

https://192.168.254.130/dashboard/phpinfo.php
Concluded from:
  <title>PHP 8.2.12 - phpinfo()</title>
  <tr><td class=""e"">Configuration File (php.ini) Path </td>
  <h2>PHP Variables</h2>
https://192.168.254.130/dashboard/phpinfo.php
Concluded from:
  <title>PHP 8.2.12 - phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v""><i>no value</i> </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.11229,"CVE-2008-0149,CVE-2023-49282,CVE-2023-49283",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,d7a549cc-60f4-430b-9003-d6dd991c15b7,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","All systems exposing a file containing the output of the
  phpinfo() PHP function.

  This VT is also reporting if an affected endpoint for the following products have been identified:

  - CVE-2008-0149: TUTOS

  - CVE-2023-49282, CVE-2023-49283: Microsoft Graph PHP SDK","Many PHP installation tutorials instruct the user to create a
  file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left
  back in the webserver directory.","This script reports files identified by the following separate
  VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).
Details:
phpinfo() Output Reporting (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2023-12-14T08:20:35Z
","","","",""
192.168.254.130,,443,tcp,5.3,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20231106) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.5
Installation
path / port:       443/tcp

",1.3.6.1.4.1.25623.1.0.170676,"CVE-2023-5678",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,837a3a66-7bf3-49bc-a0a0-c025dfeacbe3,"Where the key or parameters that are being checked have been
  obtained from an untrusted source this may lead to a denial of service.","Update to version 1.0.2zj, 1.1.1x, 3.0.13, 3.1.5 or later.","OpenSSL versions 1.0.2, 1.1.1, 3.0 and 3.1.","Applications that use the functions DH_generate_key() to generate
  an X9.42 DH key may experience long delays. Likewise, applications that use DH_check_pub_key(),
  DH_check_pub_key_ex() or EVP_PKEY_public_check() to check an X9.42 DH key or X9.42 DH parameters
  may experience long delays.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20231106) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.170676)
Version used: 2024-01-30T14:37:03Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2884,DFN-CERT-2024-2795,DFN-CERT-2024-1413,DFN-CERT-2024-1166,DFN-CERT-2024-1067,DFN-CERT-2024-0764,DFN-CERT-2024-0732,DFN-CERT-2024-0723,DFN-CERT-2024-0722,DFN-CERT-2024-0531,DFN-CERT-2024-0374,DFN-CERT-2024-0296,DFN-CERT-2024-0253,DFN-CERT-2024-0191,DFN-CERT-2023-2960,DFN-CERT-2023-2740,WID-SEC-2024-3377,WID-SEC-2024-2112,WID-SEC-2024-2100,WID-SEC-2024-1653,WID-SEC-2024-1488,WID-SEC-2024-1307,WID-SEC-2024-1226,WID-SEC-2024-0769,WID-SEC-2023-2838",""
192.168.254.130,,80,tcp,5.3,Medium,80,"Workaround","phpinfo() Output Reporting (HTTP)","Reporting of files containing the output of the phpinfo() PHP
  function previously detected via HTTP.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

http://192.168.254.130/dashboard/phpinfo.php
Concluded from:
  <title>PHP 8.2.12 - phpinfo()</title>
  <tr><td class=""e"">Configuration File (php.ini) Path </td>
  <h2>PHP Variables</h2>
http://192.168.254.130/dashboard/phpinfo.php
Concluded from:
  <title>PHP 8.2.12 - phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v""><i>no value</i> </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.11229,"CVE-2008-0149,CVE-2023-49282,CVE-2023-49283",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,1501aa0d-c9f4-4c50-9407-3cbb6c0bc39e,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","All systems exposing a file containing the output of the
  phpinfo() PHP function.

  This VT is also reporting if an affected endpoint for the following products have been identified:

  - CVE-2008-0149: TUTOS

  - CVE-2023-49282, CVE-2023-49283: Microsoft Graph PHP SDK","Many PHP installation tutorials instruct the user to create a
  file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left
  back in the webserver directory.","This script reports files identified by the following separate
  VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).
Details:
phpinfo() Output Reporting (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2023-12-14T08:20:35Z
","","","",""
192.168.254.130,,80,tcp,5.3,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20231106) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.5
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.170676,"CVE-2023-5678",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,92fd897b-a990-43cc-9270-0a816761c030,"Where the key or parameters that are being checked have been
  obtained from an untrusted source this may lead to a denial of service.","Update to version 1.0.2zj, 1.1.1x, 3.0.13, 3.1.5 or later.","OpenSSL versions 1.0.2, 1.1.1, 3.0 and 3.1.","Applications that use the functions DH_generate_key() to generate
  an X9.42 DH key may experience long delays. Likewise, applications that use DH_check_pub_key(),
  DH_check_pub_key_ex() or EVP_PKEY_public_check() to check an X9.42 DH key or X9.42 DH parameters
  may experience long delays.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20231106) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.170676)
Version used: 2024-01-30T14:37:03Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2884,DFN-CERT-2024-2795,DFN-CERT-2024-1413,DFN-CERT-2024-1166,DFN-CERT-2024-1067,DFN-CERT-2024-0764,DFN-CERT-2024-0732,DFN-CERT-2024-0723,DFN-CERT-2024-0722,DFN-CERT-2024-0531,DFN-CERT-2024-0374,DFN-CERT-2024-0296,DFN-CERT-2024-0253,DFN-CERT-2024-0191,DFN-CERT-2023-2960,DFN-CERT-2023-2740,WID-SEC-2024-3377,WID-SEC-2024-2112,WID-SEC-2024-2100,WID-SEC-2024-1653,WID-SEC-2024-1488,WID-SEC-2024-1307,WID-SEC-2024-1226,WID-SEC-2024-0769,WID-SEC-2023-2838",""
192.168.254.130,,443,tcp,5.0,Medium,99,"Mitigation","SSL/TLS: Certificate Expired","The remote server's SSL/TLS certificate has already expired.","The certificate of the remote service expired on 2019-11-08 23:48:47.

Certificate details:
fingerprint (SHA-1)             | B0238C547A905BFA119C4E8BACCAEACF36491FF6
fingerprint (SHA-256)           | 016973380C0F1DF00BD9593ED8D5EFA3706CD6DF7993F6141272B80522ACDD23
issued by                       | CN=localhost
public key algorithm            | RSA
public key size (bits)          | 1024
serial                          | 00B5C752C98781B503
signature algorithm             | sha1WithRSAEncryption
subject                         | CN=localhost
subject alternative names (SAN) | None
valid from                      | 2009-11-10 23:48:47 UTC
valid until                     | 2019-11-08 23:48:47 UTC
",1.3.6.1.4.1.25623.1.0.103955,"",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,060844a6-7c36-4666-8527-e3263712d4fe,"","Replace the SSL/TLS certificate by a new one.","","This script checks expiry dates of certificates associated with
  SSL/TLS-enabled services on the target and reports whether any have already expired.","
Details:
SSL/TLS: Certificate Expired
(OID: 1.3.6.1.4.1.25623.1.0.103955)
Version used: 2024-06-14T05:05:48Z
","Product: cpe:/a:ietf:transport_layer_security
Method: SSL/TLS: Collect and Report Certificate Details
(OID: 1.3.6.1.4.1.25623.1.0.103692)
","","",""
192.168.254.130,,80,tcp,5.0,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20240115) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.5
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.114277,"CVE-2023-6237",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,23fb0b86-b29f-4422-b4cd-cd0bcee3c771,"Where the key that is being checked has been obtained from an
  untrusted source this may lead to a DoS.","Update to version 3.0.13, 3.1.5, 3.2.1 or later.","OpenSSL versions 3.0, 3.1 and 3.2.","Applications that use the function EVP_PKEY_public_check() to
  check RSA public keys may experience long delays.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20240115) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.114277)
Version used: 2024-01-30T14:37:03Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2981,DFN-CERT-2024-1413,DFN-CERT-2024-1166,DFN-CERT-2024-1067,DFN-CERT-2024-0531,DFN-CERT-2024-0296,DFN-CERT-2024-0253,DFN-CERT-2024-0175,DFN-CERT-2024-0106,WID-SEC-2024-1488,WID-SEC-2024-1307,WID-SEC-2024-1226,WID-SEC-2024-0769,WID-SEC-2024-0093",""
192.168.254.130,,443,tcp,5.0,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20240115) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.5
Installation
path / port:       443/tcp

",1.3.6.1.4.1.25623.1.0.114277,"CVE-2023-6237",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,30ea295f-e559-41ba-ab80-6cb8afb238dc,"Where the key that is being checked has been obtained from an
  untrusted source this may lead to a DoS.","Update to version 3.0.13, 3.1.5, 3.2.1 or later.","OpenSSL versions 3.0, 3.1 and 3.2.","Applications that use the function EVP_PKEY_public_check() to
  check RSA public keys may experience long delays.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20240115) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.114277)
Version used: 2024-01-30T14:37:03Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2981,DFN-CERT-2024-1413,DFN-CERT-2024-1166,DFN-CERT-2024-1067,DFN-CERT-2024-0531,DFN-CERT-2024-0296,DFN-CERT-2024-0253,DFN-CERT-2024-0175,DFN-CERT-2024-0106,WID-SEC-2024-1488,WID-SEC-2024-1307,WID-SEC-2024-1226,WID-SEC-2024-0769,WID-SEC-2024-0093",""
192.168.254.130,,80,tcp,5.0,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20240408) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.6
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.152059,"CVE-2024-2511",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,430a5195-a924-403c-8f07-684f1efd3e48,"An attacker may exploit certain server configurations to trigger
  unbounded memory growth that would lead to a Denial of Service.","Update to version 1.1.1y, 3.0.14, 3.1.6, 3.2.2 or later.","OpenSSL versions 1.1.1, 3.0, 3.1 and 3.2.","Some non-default TLS server configurations can cause unbounded
  memory growth when processing TLSv1.3 sessions.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20240408) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.152059)
Version used: 2024-04-10T05:05:22Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2884,DFN-CERT-2024-2743,DFN-CERT-2024-2681,DFN-CERT-2024-2191,DFN-CERT-2024-2168,DFN-CERT-2024-1978,DFN-CERT-2024-1904,DFN-CERT-2024-1867,DFN-CERT-2024-1493,DFN-CERT-2024-0916,WID-SEC-2024-3192,WID-SEC-2024-3191,WID-SEC-2024-2112,WID-SEC-2024-1638,WID-SEC-2024-0813",""
192.168.254.130,,443,tcp,5.0,Medium,80,"VendorFix","OpenSSL DoS Vulnerability (20240408) - Windows","OpenSSL is prone to a denial of service (DoS) vulnerability.","Installed version: 3.1.3
Fixed version:     3.1.6
Installation
path / port:       443/tcp

",1.3.6.1.4.1.25623.1.0.152059,"CVE-2024-2511",e8ba39ec-c571-4f7f-9f02-c19290930b73,"Unnamed",2026-02-07T15:44:53Z,65af159a-a55d-4f92-adf6-e141a212d76c,"An attacker may exploit certain server configurations to trigger
  unbounded memory growth that would lead to a Denial of Service.","Update to version 1.1.1y, 3.0.14, 3.1.6, 3.2.2 or later.","OpenSSL versions 1.1.1, 3.0, 3.1 and 3.2.","Some non-default TLS server configurations can cause unbounded
  memory growth when processing TLSv1.3 sessions.","Checks if a vulnerable version is present on the target host.
Details:
OpenSSL DoS Vulnerability (20240408) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.152059)
Version used: 2024-04-10T05:05:22Z
","Product: cpe:/a:openssl:openssl:3.1.3
Method: OpenSSL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145462)
","","DFN-CERT-2024-2884,DFN-CERT-2024-2743,DFN-CERT-2024-2681,DFN-CERT-2024-2191,DFN-CERT-2024-2168,DFN-CERT-2024-1978,DFN-CERT-2024-1904,DFN-CERT-2024-1867,DFN-CERT-2024-1493,DFN-CERT-2024-0916,WID-SEC-2024-3192,WID-SEC-2024-3191,WID-SEC-2024-2112,WID-SEC-2024-1638,WID-SEC-2024-0813",""
